Title,Note,URL,Comment
Pensión- Albergue CASA BARBADELO,,https://www.google.com/maps/place/Pensi%C3%B3n-+Albergue+CASA+BARBADELO/data=!4m2!3m1!1s0xd303805e9a2bad1:0xf90e2cc4817fa457,
Albergue Monte Irago,,https://www.google.com/maps/place/Albergue+Monte+Irago/data=!4m2!3m1!1s0xd3753ca9a19f467:0x60cccf7774eb01ed,
Pensión Albergue Turístico Salceda,,https://www.google.com/maps/place/Pensi%C3%B3n+Albergue+Tur%C3%ADstico+Salceda/data=!4m2!3m1!1s0xd2e4daf857cd869:0xea70640c571bb8e5,
Albergue Alfonso II el Casto,,https://www.google.com/maps/place/Albergue+Alfonso+II+el+Casto/data=!4m2!3m1!1s0xd2e33174d3c2f05:0xfd8cf5fdd097ce42,
Albergue Ecológico El Beso,,https://www.google.com/maps/place/Albergue+Ecol%C3%B3gico+El+Beso/data=!4m2!3m1!1s0xd305ac676b6c10d:0xff98e93275aac16f,
Albergue O cruceiro,,https://www.google.com/maps/place/Albergue+O+cruceiro/data=!4m2!3m1!1s0xd302b2caccc1927:0xb439c1c9a0e6e234,
Bar Albergue La Escuela,,https://www.google.com/maps/place/Bar+Albergue+La+Escuela/data=!4m2!3m1!1s0xd30f46eba360e77:0x6ae3a08e40fd5876,
Viña Femita. Albergue y Restaurante,,https://www.google.com/maps/place/Vi%C3%B1a+Femita.+Albergue+y+Restaurante/data=!4m2!3m1!1s0xd30944053132c1f:0x252673d5abb6e102,
Albergue Guiana-Hostel,,https://www.google.com/maps/place/Albergue+Guiana-Hostel/data=!4m2!3m1!1s0xd30bb44652e0ce3:0xc2678f899e64af4,
Albergue San Javier,,https://www.google.com/maps/place/Albergue+San+Javier/data=!4m2!3m1!1s0xd3760a4d05b52e3:0xa62275a668474d90,
Leon Hotel Spa Paris,,https://www.google.com/maps/place/Leon+Hotel+Spa+Paris/data=!4m2!3m1!1s0xd379a9bb41c47b3:0xbc02e8a1553ad47d,
Albergue Hostel Casa de los Hidalgos,,https://www.google.com/maps/place/Albergue+Hostel+Casa+de+los+Hidalgos/data=!4m2!3m1!1s0xd377d4186c12807:0xee4993200db59100,
Albergue El Jardín del Camino,,https://www.google.com/maps/place/Albergue+El+Jard%C3%ADn+del+Camino/data=!4m2!3m1!1s0xd378b5e1ea0eafd:0xa0d00ed853ed345e,
Albergue La Perala,,https://www.google.com/maps/place/Albergue+La+Perala/data=!4m2!3m1!1s0xd38014ccd94983b:0x616b423f91bed4a4,
Hostel Los Templarios,17/05 gotta call them on the day and confirm,https://www.google.com/maps/place/Hostel+Los+Templarios/data=!4m2!3m1!1s0xd47e4a926c52027:0x5fd4efbcc2d6badb,
Albergue Muralla Leonesa,,https://www.google.com/maps/place/Albergue+Muralla+Leonesa/data=!4m2!3m1!1s0xd379a9ebb2908f7:0xd861cde385dd81f9,
Albergue de las Religiosas Filipenses,,https://www.google.com/maps/place/Albergue+de+las+Religiosas+Filipenses/data=!4m2!3m1!1s0xd47db000ac624ed:0xbcabd263fb7fdc04,
En el camino,,https://www.google.com/maps/place/En+el+camino/data=!4m2!3m1!1s0xd4633a4b1f9c939:0xa64a1b4992284934,
Pensión San Lorenzo,,https://www.google.com/maps/place/Pensi%C3%B3n+San+Lorenzo/data=!4m2!3m1!1s0xd455c4bbd69a7eb:0x8e78e00581a7b7d7,
Alberque Fuente Sidres,,https://www.google.com/maps/place/Alberque+Fuente+Sidres/data=!4m2!3m1!1s0xd4617c659941503:0x8bb73ee2c49a7752,
Hostel Trovadores,,https://www.google.com/maps/place/Hostel+Trovadores/data=!4m2!3m1!1s0xd45fd07ea76b93f:0x139405ae8853e80c,
Hostal Rural San Andrés,06/05 - 07/05,https://www.google.com/maps/place/Hostal+Rural+San+Andr%C3%A9s/data=!4m2!3m1!1s0xd500848e426aa73:0x8b5fadb15d6e5c67,
Pensión Logroño,07/05 - 08/05,https://www.google.com/maps/place/Pensi%C3%B3n+Logro%C3%B1o/data=!4m2!3m1!1s0xd5aab3627d03763:0x9b9b0948f0991f38,
Hostel la plazuela verde,,https://www.google.com/maps/place/Hostel+la+plazuela+verde/data=!4m2!3m1!1s0xd45f13f634061bd:0x29020285f4a1c8e6,
Bed & Breakfast Zaldu,,https://www.google.com/maps/place/Bed+%26+Breakfast+Zaldu/data=!4m2!3m1!1s0xd5071ceffa74121:0xc2f9f1e54b7ef951,
A la Sombra del Laurel - Hostel Navarrete,,https://www.google.com/maps/place/A+la+Sombra+del+Laurel+-+Hostel+Navarrete/data=!4m2!3m1!1s0xd45513b4e87955f:0xe970d761d5bc1a6d,
Room Concept Hostel,,https://www.google.com/maps/place/Room+Concept+Hostel/data=!4m2!3m1!1s0xd457ca3d2742d5b:0xacab9990089d9af3,
Albergue Restaurante Cuatro Cantones,,https://www.google.com/maps/place/Albergue+Restaurante+Cuatro+Cantones/data=!4m2!3m1!1s0xd45841ba9877539:0x298565051903ff40,
PensiÓn Pasadena,,https://www.google.com/maps/place/Pensi%C3%93n+Pasadena/data=!4m2!3m1!1s0xd5092642455a451:0xed6f1de13bbc31f7,
Hotel Avenida - Pamplona,,https://www.google.com/maps/place/Hotel+Avenida+-+Pamplona/data=!4m2!3m1!1s0xd50925614dd3289:0x6eab6b999cdaeb55,
Albergue de Peregrinos de Valcarlos,Booked via WhatsApp Jose Carlos,https://www.google.com/maps/place/Albergue+de+Peregrinos+de+Valcarlos/data=!4m2!3m1!1s0xd50d7c46977ee21:0xe3aeb6e0764326a2,
Dropped pin,Roncesvalles Albergue,"https://www.google.com/maps/search/43.0102489,-1.3194872",
Albergue Aca Y Allá Urdaniz,,https://www.google.com/maps/place/Albergue+Aca+Y+All%C3%A1+Urdaniz/data=!4m2!3m1!1s0xd50ea0b2e4e1533:0x65a5f3a5e4f2c78a,
Garicoitz House: Guest House - Bed & Breakfast,,https://www.google.com/maps/place/Garicoitz+House:+Guest+House+-+Bed+%26+Breakfast/data=!4m2!3m1!1s0xd50d55c160846d1:0x4b78bf604b6d235c,
